profileUrl,fullName,query,username
https://www.instagram.com/chaitalipatel1006,C patel,https://www.instagram.com/startupgrind,chaitalipatel1006
https://www.instagram.com/hctrivedi1206,harsh trivedi,https://www.instagram.com/startupgrind,hctrivedi1206
